Hour,Region,GPU_Used,AI_IT_Power_MW,NonAI_IT_Load_MW,IT_Load_MW,GPU_Utilization,IT_Utilization,Facility_Utilization
2401,RegionD,1009.4333333333252,154.46533333333232,304.584,459.04933333333236,0.6857563405797046,0.6375685185185171,0.6375685185185173
2402,RegionD,797.5666666666466,123.18266666666324,309.091667,432.2743336666632,0.5418251811594067,0.6003810189814767,0.6003810189814767
2403,RegionD,492.65000000000964,76.13300000000147,310.994333,387.12733300000144,0.3346807065217457,0.5376768513888909,0.5376768513888909
2404,RegionD,138.2833333333533,21.341333333336426,357.345667,378.6870003333364,0.09394248188407155,0.5259541671296339,0.5259541671296339
2405,RegionD,17.25000000001046,2.760000000001674,359.761333,362.5213330000017,0.011718750000007105,0.5035018513888913,0.5035018513888911
2376,RegionE,314.86666666663905,45.21733333332896,284.838667,330.05600033332894,0.3111330698286947,0.5893857148809445,0.5893857148809445
2377,RegionE,701.666666666667,104.59333333333338,278.656667,383.2500003333334,0.6933465085639001,0.6843750005952381,0.6843750005952383
2378,RegionE,700.9666666666885,105.08933333333616,270.491,375.58033333333617,0.6926548089591784,0.6706791666666717,0.6706791666666717
2379,RegionE,695.7000000000016,106.69099999999999,303.226,409.917,0.6874505928853771,0.7319946428571428,0.7319946428571429
2380,RegionE,608.0,93.19999999999999,379.651333,472.851333,0.6007905138339921,0.8443773803571428,0.8443773803571428
2381,RegionE,684.3833333333328,103.76933333333328,357.794667,461.5640003333333,0.6762681159420284,0.8242214291666666,0.8242214291666666
2382,RegionE,322.46666666668307,45.84166666666897,424.756667,470.59833366666896,0.3186429512516631,0.8403541672619088,0.8403541672619089
2383,RegionE,490.9333333333416,72.60933333333465,381.65,454.2593333333346,0.4851119894598237,0.8111773809523832,0.8111773809523832
2384,RegionE,356.63333333331775,53.092333333330465,391.725,444.8173333333305,0.3524044795783772,0.7943166666666617,0.7943166666666616
2385,RegionE,509.2500000000082,78.70400000000117,308.909333,387.61333300000115,0.503211462450601,0.6921666660714306,0.6921666660714306
2386,RegionE,474.6666666666906,69.66666666667051,318.36,388.0266666666705,0.4690382081686666,0.6929047619047688,0.6929047619047688
2387,RegionE,746.1166666666668,111.06933333333335,237.059,348.12833333333333,0.7372694334650858,0.621657738095238,0.621657738095238
2388,RegionE,735.4999999999868,105.1799999999979,276.284,381.4639999999979,0.7267786561264692,0.6811857142857105,0.6811857142857105
2389,RegionE,602.9166666666683,82.83466666666692,255.563333,338.3979996666669,0.5957674571805023,0.6042821422619052,0.6042821422619052
2390,RegionE,725.7499999999868,101.5153333333315,162.153,263.6683333333315,0.7171442687746905,0.47083630952380623,0.47083630952380623
2391,RegionE,770.2666666666801,109.66866666666864,136.862,246.53066666666865,0.7611330698287353,0.44023333333333686,0.44023333333333686
2392,RegionE,751.0666666666366,106.76266666666201,138.071333,244.833999666662,0.742160737812882,0.437203570833325,0.43720357083332506
2393,RegionE,548.2166666666603,77.32566666666595,122.781333,200.10699966666596,0.541716073781285,0.3573339279761892,0.3573339279761892
2394,RegionE,573.6500000000306,84.48900000000471,111.780667,196.2696670000047,0.5668478260869867,0.35048154821429406,0.35048154821429406
2395,RegionE,601.6333333333464,89.00633333333556,86.956667,175.96300033333557,0.5944993412384846,0.31421964345238496,0.31421964345238496
2396,RegionE,572.7333333333395,85.73333333333433,127.568667,213.30200033333432,0.5659420289855134,0.38089642916666844,0.3808964291666684
2397,RegionE,621.5666666666639,92.24866666666617,160.878,253.12666666666615,0.6141963109354386,0.45201190476190384,0.45201190476190384
2398,RegionE,678.8166666666834,103.96766666666912,202.833333,306.8009996666691,0.6707674571805172,0.5478589279761948,0.5478589279761948
2399,RegionE,627.0999999999985,98.23599999999986,226.501333,324.73733299999986,0.619664031620552,0.579888094642857,0.5798880946428568
2400,RegionE,386.2333333333286,60.3213333333325,346.67,406.99133333333253,0.38165349143609545,0.7267702380952367,0.7267702380952367
2401,RegionE,86.94999999999618,13.892999999999146,382.138333,396.0313329999991,0.08591897233201204,0.7071988089285698,0.7071988089285698
2402,RegionE,0.0,0.0,382.82,382.82,0.0,0.6836071428571429,0.6836071428571429
2403,RegionE,0.0,0.0,390.24,390.24,0.0,0.6968571428571428,0.6968571428571428
2404,RegionE,0.0,0.0,376.258333,376.258333,0.0,0.6718898803571428,0.6718898803571428
2405,RegionE,0.0,0.0,402.854,402.854,0.0,0.7193821428571429,0.7193821428571429
2376,RegionF,356.0,53.82,294.039333,347.859333,0.36853002070393376,0.64418395,0.6441839500000001
2377,RegionF,352.3500000000058,53.34600000000087,289.888,343.23400000000083,0.36475155279503707,0.63561851851852,0.6356185185185201
2378,RegionF,660.0,102.96000000000002,288.251333,391.211333,0.6832298136645962,0.7244654314814816,0.7244654314814816
2379,RegionF,603.9666666666444,92.61466666666311,297.421333,390.0359996666631,0.6252242926155739,0.7222888882715983,0.7222888882715984
2380,RegionF,807.0833333333335,121.58666666666667,273.648333,395.2349996666667,0.8354899930986889,0.7319166660493828,0.7319166660493828
2381,RegionF,742.7999999999697,111.69533333332893,299.575333,411.2706663333289,0.7689440993788507,0.7616123450617202,0.7616123450617203
2382,RegionF,609.8833333333632,92.28233333333822,360.613333,452.8956663333382,0.6313492063492373,0.8386956783950708,0.8386956783950709
2383,RegionF,327.16666666668334,46.566666666669335,399.154667,445.72133366666935,0.33868184955143205,0.8254098771604989,0.8254098771604989
2384,RegionF,265.6166666666754,36.54166666666813,389.646,426.1876666666681,0.27496549344376336,0.7892364197530891,0.7892364197530891
2385,RegionF,445.6000000000113,66.16400000000154,323.424,389.5880000000015,0.4612836438923512,0.721459259259262,0.7214592592592621
2386,RegionF,646.2999999999993,97.57599999999992,289.396,386.9719999999999,0.6690476190476183,0.7166148148148147,0.7166148148148147
2387,RegionF,649.5999999999826,100.03599999999737,268.386667,368.4226669999974,0.672463768115924,0.6822641981481433,0.6822641981481433
2388,RegionF,708.783333333286,111.01133333332594,183.54,294.55133333332594,0.7337301587301097,0.5454654320987518,0.5454654320987518
2389,RegionF,544.4333333333552,85.42933333333683,249.668667,335.0980003333368,0.5635955831608233,0.6205518524691422,0.6205518524691424
2390,RegionF,722.9000000000256,112.8440000000041,207.527,320.3710000000041,0.7483436853002335,0.5932796296296372,0.5932796296296372
2391,RegionF,744.0,113.63999999999999,176.351333,289.991333,0.7701863354037267,0.537020987037037,0.537020987037037
2392,RegionF,745.8666666666795,111.18066666666867,110.130667,221.31133366666867,0.7721187025534985,0.4098358030864235,0.4098358030864235
2393,RegionF,579.7000000000262,86.37433333333753,114.762667,201.13700033333754,0.6001035196687642,0.37247592654321765,0.3724759265432177
2394,RegionF,549.2499999999827,78.83499999999731,159.15,237.9849999999973,0.5685817805382843,0.440712962962958,0.44071296296295803
2395,RegionF,557.5333333333251,80.97133333333218,165.802,246.77333333333218,0.5771566597653469,0.45698765432098554,0.45698765432098554
2396,RegionF,555.5666666666639,77.85666666666619,129.38,207.23666666666617,0.575120772946857,0.38377160493827067,0.3837716049382707
2397,RegionF,611.0,85.03999999999999,166.16,251.2,0.6325051759834368,0.46518518518518515,0.4651851851851852
2398,RegionF,647.4333333333261,88.62733333333249,179.29,267.91733333333246,0.6702208419599649,0.4961432098765416,0.4961432098765416
2399,RegionF,555.6500000000065,76.62600000000091,216.338,292.9640000000009,0.5752070393374809,0.5425259259259276,0.5425259259259276
2400,RegionF,246.15000000000828,33.69900000000147,358.41,392.1090000000015,0.25481366459628185,0.7261277777777806,0.7261277777777807
2401,RegionF,83.74999999999545,10.675999999999357,314.83,325.50599999999935,0.08669772256728307,0.6027888888888877,0.6027888888888877
2402,RegionF,8.43333333333294,0.763333333333294,319.95,320.7133333333333,0.008730158730158323,0.5939135802469135,0.5939135802469135
2403,RegionF,1.6666666666660603,0.13333333333328484,331.53,331.66333333333324,0.0017253278122837063,0.6141913580246912,0.6141913580246912
2404,RegionF,0.0,0.0,339.75,339.75,0.0,0.6291666666666667,0.6291666666666668
2405,RegionF,0.0,0.0,374.923333,374.923333,0.0,0.6943024685185185,0.6943024685185186
